"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geoData";
"182";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №124";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, Велозаводская улица, дом 11/1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.711077";"37.667303";"894811649";"{type=Point, coordinates=[37.667303, 55.711077]}";
"183";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №119";"Юго-Восточный административный округ";"район Лефортово";"город Москва, шоссе Энтузиастов, дом 20";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.750849";"37.715381";"894811650";"{type=Point, coordinates=[37.715381, 55.750849]}";
"184";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №115";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, улица Фёдора Полетаева, дом 28";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708273";"37.783329";"894811651";"{type=Point, coordinates=[37.783329, 55.708273]}";
"185";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» «Центральная библиотека №15 имени Василия Осиповича Ключевского";"Центральный административный округ";"Таганский район";"город Москва, Новорогожская улица, дом 5";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743041";"37.679862";"894811653";"{type=Point, coordinates=[37.679862, 55.743041]}";
"186";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №20 имени Антона Антоновича Дельвига";"Центральный административный округ";"Басманный район";"город Москва, улица Госпитальный Вал, дом 5, строение 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.773388";"37.708967";"894811654";"{type=Point, coordinates=[37.708967, 55.773388]}";
"187";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №20 имени Антона Антоновича Дельвига";"Центральный административный округ";"Басманный район";"город Москва, Большая Почтовая улица, дом 18/20, корпус 18А";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774330";"37.690138";"894811655";"{type=Point, coordinates=[37.690138, 55.77433]}";
"188";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №101";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 17, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.722788";"37.895499";"894811656";"{type=Point, coordinates=[37.895499, 55.722788]}";
"189";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №100";"Восточный административный округ";"район Ивановское";"город Москва, Саянская улица, дом 7А";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.768221";"37.831911";"894811658";"{type=Point, coordinates=[37.831911, 55.768221]}";
"190";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №97";"Восточный административный округ";"район Новокосино";"город Москва, Новокосинская улица, дом 38, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.741911";"37.869975";"894811659";"{type=Point, coordinates=[37.869975, 55.741911]}";
"191";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 33, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640910";"37.361763";"894811660";"{type=Point, coordinates=[37.361763, 55.64091]}";
"192";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №222";"Западный административный округ";"район Солнцево";"город Москва, улица Богданова, дом 44";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651285";"37.396485";"894811661";"{type=Point, coordinates=[37.396485, 55.651285]}";
"193";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Библиотека №253";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1106";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.997559";"37.190211";"894811662";"{type=Point, coordinates=[37.190211, 55.997559]}";
"194";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Библиотека №252";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1462";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.986956";"37.160075";"894811663";"{type=Point, coordinates=[37.160075, 55.986956]}";
"195";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"город Москва, улица Софьи Ковалевской, дом 10, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.883974";"37.533128";"894811665";"{type=Point, coordinates=[37.533128, 55.883974]}";
"196";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №26";"Северный административный округ";"район Ховрино";"город Москва, Зеленоградская улица, дом 27А";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.874732";"37.494130";"894811666";"{type=Point, coordinates=[37.49413, 55.874732]}";
"197";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Детская библиотека №22 имени Льва Абрамовича Кассиля";"Северный административный округ";"район Левобережный";"город Москва, Ленинградское шоссе, дом 114";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.866113";"37.463916";"894811668";"{type=Point, coordinates=[37.463916, 55.866113]}";
"198";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №69";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Корнейчука, дом 40";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.897678";"37.628709";"894811670";"{type=Point, coordinates=[37.628709, 55.897678]}";
"199";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №137";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Липецкая улица, дом 10, корпус 1, строение 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.598421";"37.670492";"894811672";"{type=Point, coordinates=[37.670492, 55.598421]}";
"200";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №138";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Касимовская улица, дом 21";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.595459";"37.657236";"894811674";"{type=Point, coordinates=[37.657236, 55.595459]}";
"201";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Южного административного округа» Библиотека №139";"Южный административный округ";"район Царицыно";"город Москва, Каспийская улица, дом 20, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.626117";"37.675311";"894788624";"{type=Point, coordinates=[37.675311, 55.626117]}";
"202";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №140";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Липецкая улица, дом 54/21, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.578432";"37.683158";"894788638";"{type=Point, coordinates=[37.683158, 55.578432]}";
"203";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №140";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Лебедянская улица, дом 24, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.583963";"37.685952";"894788649";"{type=Point, coordinates=[37.685952, 55.583963]}";
"204";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №141";"Южный административный округ";"район Царицыно";"город Москва, Бакинская улица, дом 15";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.620967";"37.659075";"894788663";"{type=Point, coordinates=[37.659075, 55.620967]}";
"205";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №143";"Южный административный округ";"район Чертаново Центральное";"город Москва, Чертановская улица, дом 41, корпус 3, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.608434";"37.595547";"894788674";"{type=Point, coordinates=[37.595547, 55.608434]}";
"206";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №147";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Домодедовская улица, дом 44";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.601188";"37.714882";"894788686";"{type=Point, coordinates=[37.714882, 55.601188]}";
"207";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №149";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Ясеневая улица, дом 34, корпус 4";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.603944";"37.744136";"894788698";"{type=Point, coordinates=[37.744136, 55.603944]}";
"208";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №150";"Южный административный округ";"район Братеево";"город Москва, Ключевая улица, дом 10, корпус 2";"17";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635515";"37.757292";"894788705";"{type=Point, coordinates=[37.757292, 55.635515]}";
"209";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Центральная детская библиотека №152";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Воронежская улица, дом 10";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.608897";"37.726502";"894788714";"{type=Point, coordinates=[37.726502, 55.608897]}";
"210";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №153";"Южный административный округ";"район Зябликово";"город Москва, Задонский проезд, дом 24, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.621648";"37.753658";"894811614";"{type=Point, coordinates=[37.753658, 55.621648]}";
"211";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №155";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 15, корпус 2, строение 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.607159";"37.746698";"894811616";"{type=Point, coordinates=[37.746698, 55.607159]}";
"212";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №160";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Медынская улица, дом 11, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.581688";"37.649723";"908565904";"{type=Point, coordinates=[37.649723, 55.581688]}";
"213";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"город Москва, улица Головачёва, дом 3, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.675355";"37.805591";"908565905";"{type=Point, coordinates=[37.805591, 55.675355]}";
"214";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"город Москва, Тихорецкий бульвар, дом 12, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.677697";"37.774454";"908565906";"{type=Point, coordinates=[37.774454, 55.677697]}";
"215";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Шатурская улица, дом 49, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.726847";"37.774360";"908565907";"{type=Point, coordinates=[37.77436, 55.726847]}";
"216";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №107";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, Перовское шоссе, дом 16/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736133";"37.751421";"908565908";"{type=Point, coordinates=[37.751421, 55.736133]}";
"217";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №109";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Ферганский проезд, дом 3, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.695995";"37.826060";"908565909";"{type=Point, coordinates=[37.82606, 55.695995]}";
"218";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №109";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Волгоградский проспект, дом 191";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.693125";"37.818714";"908565910";"{type=Point, coordinates=[37.818714, 55.693125]}";
"219";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Волгоградский проспект, дом 91";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708191";"37.749400";"908565911";"{type=Point, coordinates=[37.7494, 55.708191]}";
"220";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Жигулёвская улица, дом 6, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.711417";"37.759668";"908565912";"{type=Point, coordinates=[37.759668, 55.711417]}";
"221";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №114";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, Саратовская улица, дом 18/10";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.715748";"37.741297";"908565913";"{type=Point, coordinates=[37.741297, 55.715748]}";
"222";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №117";"Юго-Восточный административный округ";"район Некрасовка";"город Москва, Рождественская улица, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702556";"37.917205";"908565914";"{type=Point, coordinates=[37.917205, 55.702556]}";
"223";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №119";"Юго-Восточный административный округ";"район Лефортово";"город Москва, шоссе Энтузиастов, дом 24/43";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.751021";"37.717941";"908565915";"{type=Point, coordinates=[37.717941, 55.751021]}";
"224";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Трофимова, дом 29";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702850";"37.681029";"908565916";"{type=Point, coordinates=[37.681029, 55.70285]}";
"225";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №123";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, улица Верхняя Хохловка, дом 39/47";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733325";"37.721714";"908565917";"{type=Point, coordinates=[37.721714, 55.733325]}";
"226";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №123";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, улица Рогожский Посёлок, дом 5";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737578";"37.701816";"908565918";"{type=Point, coordinates=[37.701816, 55.737578]}";
"227";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №124";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Сайкина, дом 9/1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.707471";"37.668606";"908565919";"{type=Point, coordinates=[37.668606, 55.707471]}";
"228";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"город Москва, Батюнинская улица, дом 14";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.659856";"37.705221";"908565920";"{type=Point, coordinates=[37.705221, 55.659856]}";
"229";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"город Москва, улица Перерва, дом 24, строение 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651547";"37.730553";"908565921";"{type=Point, coordinates=[37.730553, 55.651547]}";
"230";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"город Москва, Донецкая улица, дом 33";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.644608";"37.711635";"908565922";"{type=Point, coordinates=[37.711635, 55.644608]}";
"231";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №83";"Восточный административный округ";"район Измайлово";"город Москва, 7-я Парковая улица, дом 27";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802224";"37.793337";"908565923";"{type=Point, coordinates=[37.793337, 55.802224]}";
"232";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №86";"Восточный административный округ";"район Измайлово";"город Москва, Измайловский проезд, дом 4";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.791283";"37.769981";"908565924";"{type=Point, coordinates=[37.769981, 55.791283]}";
"233";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №200 «Истоки»";"Западный административный округ";"район Кунцево";"город Москва, улица Ивана Франко, дом 32, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.728089";"37.421488";"908565925";"{type=Point, coordinates=[37.421488, 55.728089]}";
"234";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"город Москва, Кубанская улица, дом 16/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683787";"37.743893";"908565926";"{type=Point, coordinates=[37.743893, 55.683787]}";
"235";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Яснополянская улица, дом 3, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.722664";"37.787390";"908565927";"{type=Point, coordinates=[37.78739, 55.722664]}";
"236";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №107";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, Орехово-Зуевский проезд, дом 22";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.731820";"37.757009";"908565956";"{type=Point, coordinates=[37.757009, 55.73182]}";
"237";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №118";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Энергетическая улица, дом 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.761153";"37.702499";"908565958";"{type=Point, coordinates=[37.702499, 55.761153]}";
"238";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №126";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Красноказарменная улица, дом 10";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757379";"37.697837";"908565960";"{type=Point, coordinates=[37.697837, 55.757379]}";
"239";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №134";"Юго-Восточный административный округ";"район Капотня";"город Москва, 3-й квартал Капотня, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635559";"37.795565";"908565962";"{type=Point, coordinates=[37.795565, 55.635559]}";
"240";"Государственное бюджетное учреждение культуры города Москвы «Дом Гоголя» Выставочный зал";"Центральный административный округ";"район Арбат";"город Москва, Никитский бульвар, дом 7";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753681";"37.599822";"908565963";"{type=Point, coordinates=[37.599822, 55.753681]}";
"241";"Государственное бюджетное учреждение культуры города Москвы «Дом Гоголя» Библиотека и музей";"Центральный административный округ";"район Арбат";"город Москва, Никитский бульвар, дом 7А";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754142";"37.599822";"908565964";"{type=Point, coordinates=[37.599822, 55.754142]}";
"242";"Государственное бюджетное учреждение культуры города Москвы «Библиотека искусств имени Алексея Петровича Боголюбова» Отдел «Детская библиотека»";"Центральный административный округ";"Тверской район";"город Москва, Новослободская улица, дом 49/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786510";"37.593480";"908565965";"{type=Point, coordinates=[37.59348, 55.78651]}";
"243";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"город Москва, Хабаровская улица, дом 6, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817633";"37.828416";"908565966";"{type=Point, coordinates=[37.828416, 55.817633]}";
"244";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"город Москва, Ивантеевская улица, дом 4, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819489";"37.716127";"908565967";"{type=Point, coordinates=[37.716127, 55.819489]}";
"245";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"город Москва, Краснобогатырская улица, дом 75, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808801";"37.707305";"908565968";"{type=Point, coordinates=[37.707305, 55.808801]}";
"246";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №76 имени Михаила Юрьевича Лермонтова";"Восточный административный округ";"район Сокольники";"город Москва, улица Шумкина, дом 17/16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788075";"37.670672";"908565969";"{type=Point, coordinates=[37.670672, 55.788075]}";
"247";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №76 имени Михаила Юрьевича Лермонтова";"Восточный административный округ";"район Сокольники";"город Москва, улица Короленко, дом 2/23, корпус 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797382";"37.687650";"908565970";"{type=Point, coordinates=[37.68765, 55.797382]}";
"248";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №81";"Восточный административный округ";"район Северное Измайлово";"город Москва, Сиреневый бульвар, дом 73, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.803626";"37.827886";"908565971";"{type=Point, coordinates=[37.827886, 55.803626]}";
"249";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №82";"Восточный административный округ";"район Восточное Измайлово";"город Москва, Измайловский проспект, дом 113";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.789148";"37.811671";"908565955";"{type=Point, coordinates=[37.811671, 55.789148]}";
"250";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №87";"Восточный административный округ";"район Соколиная Гора";"город Москва, 5-я улица Соколиной Горы, дом 19, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764146";"37.737192";"908565957";"{type=Point, coordinates=[37.737192, 55.764146]}";
"251";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №88";"Восточный административный округ";"район Восточный";"город Москва, посёлок Акулово, дом 20";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.007936";"37.795484";"908565959";"{type=Point, coordinates=[37.795484, 56.007936]}";
"252";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №89";"Восточный административный округ";"район Восточный";"город Москва, улица 9 Мая, дом 14";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817097";"37.867259";"908565961";"{type=Point, coordinates=[37.867259, 55.817097]}";
"253";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №90 имени Александра Сергеевича Неверова";"Восточный административный округ";"район Вешняки";"город Москва, улица Молдагуловой, дом 3Б";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.723475";"37.821652";"908565704";"{type=Point, coordinates=[37.821652, 55.723475]}";
"254";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №90 имени Александра Сергеевича Неверова";"Восточный административный округ";"район Вешняки";"город Москва, Вешняковская улица, дом 24Б";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.720307";"37.817564";"908565707";"{type=Point, coordinates=[37.817564, 55.720307]}";
"255";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №91 имени Этель Лилиан Войнич";"Восточный административный округ";"район Перово";"город Москва, шоссе Энтузиастов, дом 78, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764825";"37.787911";"908565928";"{type=Point, coordinates=[37.787911, 55.764825]}";
"256";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"город Москва, 1-я Владимирская улица, дом 15, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758245";"37.776673";"908565929";"{type=Point, coordinates=[37.776673, 55.758245]}";
"257";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"город Москва, улица Металлургов, дом 5";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757136";"37.778973";"908565931";"{type=Point, coordinates=[37.778973, 55.757136]}";
