"ID";"CulturalCenterName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geoData";
"169";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"город Москва, Производственная улица, дом 7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.649195";"37.384828";"879812932";"{type=Point, coordinates=[37.384828, 55.649195]}";
"170";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Митино»";"Северо-Западный административный округ";"район Митино";"город Москва, Пятницкое шоссе, дом 45";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.857710";"37.349264";"879812933";"{type=Point, coordinates=[37.349264, 55.85771]}";
"171";"Государственное бюджетное учреждение культуры города Москвы «Дом Романса»";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Расплетина, дом 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.789315";"37.479780";"879812934";"{type=Point, coordinates=[37.47978, 55.789315]}";
"172";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Юбилейный»";"Троицкий административный округ";"поселение Роговское";"город Москва, поселение Роговское, посёлок Рогово, Юбилейная улица, дом 1А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.214650";"37.074190";"879812939";"{type=Point, coordinates=[37.07419, 55.21465]}";
"173";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Рублево»";"Западный административный округ";"район Кунцево";"город Москва, Рублёвское шоссе, дом 109, корпус 6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.744728";"37.417949";"879812940";"{type=Point, coordinates=[37.417949, 55.744728]}";
"174";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Пересвет»";"Новомосковский административный округ";"поселение Рязановское";"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 31, строение 3";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.473306";"37.541674";"879812941";"{type=Point, coordinates=[37.541674, 55.473306]}";
"175";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Десна»";"Новомосковский административный округ";"поселение Рязановское";"город Москва, поселение Рязановское, посёлок Фабрики имени 1 Мая, дом 37";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.487458";"37.498635";"879897852";"{type=Point, coordinates=[37.498635, 55.487458]}";
"176";"Государственное бюджетное учреждение культуры города Москвы «Государственный музей культурный центр «Интеграция» имени Николая Алексеевича Островского»";"Восточный административный округ";"район Ивановское";"город Москва, Саянская улица, дом 6Б";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.767078";"37.827769";"879812943";"{type=Point, coordinates=[37.827769, 55.767078]}";
"177";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Ивановский»";"Восточный административный округ";"район Ивановское";"город Москва, Свободный проспект, дом 19";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758737";"37.820825";"879812944";"{type=Point, coordinates=[37.820825, 55.758737]}";
"178";"Государственное бюджетное учреждение культуры города Москвы «Дворец культуры «Салют»";"Северо-Западный административный округ";"район Южное Тушино";"город Москва, улица Свободы, дом 37";"19";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.840725";"37.454007";"879812945";"{type=Point, coordinates=[37.454007, 55.840725]}";
"179";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Алые паруса»";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, улица Свободы, дом 91";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.866632";"37.445267";"879812947";"{type=Point, coordinates=[37.445267, 55.866632]}";
"180";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Северный»";"Северо-Восточный административный округ";"район Северный";"город Москва, 3-я Северная линия, дом 17";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.939842";"37.553478";"879812948";"{type=Point, coordinates=[37.553478, 55.939842]}";
"181";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Стимул»";"Центральный административный округ";"Таганский район";"город Москва, Сибирский проезд, дом 2, строение 5";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.732661";"37.684209";"879812949";"{type=Point, coordinates=[37.684209, 55.732661]}";
"182";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Кунцево»";"Западный административный округ";"Можайский район";"город Москва, Сколковское шоссе, дом 32, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.707035";"37.400854";"879812950";"{type=Point, coordinates=[37.400854, 55.707035]}";
"183";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Молодежный»";"Северо-Восточный административный округ";"район Свиблово";"город Москва, Снежная улица, дом 13, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.852162";"37.645510";"879812951";"{type=Point, coordinates=[37.64551, 55.852162]}";
"184";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Нагатино»";"Южный административный округ";"район Нагатинский Затон";"город Москва, Судостроительная улица, дом 28, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.682305";"37.685287";"879897853";"{type=Point, coordinates=[37.685287, 55.682305]}";
"185";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Новокосино»";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 38, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745498";"37.872730";"894817426";"{type=Point, coordinates=[37.87273, 55.745498]}";
"186";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и спорта»";"Южный административный округ";"район Чертаново Северное";"город Москва, Сумской проезд, дом 6А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635924";"37.609613";"879812955";"{type=Point, coordinates=[37.609613, 55.635924]}";
"187";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Бригантина»";"Западный административный округ";"район Филёвский Парк";"город Москва, Филёвский бульвар, дом 11А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765741";"37.484765";"879897854";"{type=Point, coordinates=[37.484765, 55.765741]}";
"188";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Академический»";"Юго-Западный административный округ";"Академический район";"город Москва, Большая Черёмушкинская улица, дом 6, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.688071";"37.592950";"879897855";"{type=Point, coordinates=[37.59295, 55.688071]}";
"189";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Академический»";"Юго-Западный административный округ";"Академический район";"город Москва, улица Шверника, дом 13, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.692521";"37.589087";"879812958";"{type=Point, coordinates=[37.589087, 55.692521]}";
"190";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Темп»";"Северо-Восточный административный округ";"район Бибирево";"город Москва, Шенкурский проезд, дом 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.891663";"37.589994";"879897865";"{type=Point, coordinates=[37.589994, 55.891663]}";
"191";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «НовоПеределкино»";"Западный административный округ";"район Ново-Переделкино";"город Москва, улица Шолохова, дом 12";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.639527";"37.352003";"879812961";"{type=Point, coordinates=[37.352003, 55.639527]}";
"192";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Нагорный»";"Южный административный округ";"Нагорный район";"город Москва, Электролитный проезд, дом 3, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.673631";"37.620959";"1015100381";"{type=Point, coordinates=[37.620959, 55.673631]}";
"193";"Государственное бюджетное учреждение культуры города Москвы «Клуб культуры и эстетики «Родничок»";"Северный административный округ";"Савёловский район";"город Москва, улица Юннатов, дом 17, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.803024";"37.557655";"1015100382";"{type=Point, coordinates=[37.557655, 55.803024]}";
"194";"Государственное бюджетное учреждение культуры города Москвы «Дворец культуры и спорта «Яковлевское»";"Троицкий административный округ";"поселение Новофедоровское";"город Москва, поселение Новофедоровское, деревня Яковлевское, дом 1";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.466223";"36.940638";"1015100383";"{type=Point, coordinates=[36.940638, 55.466223]}";
"195";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гайдаровец»";"Центральный административный округ";"Басманный район";"город Москва, Яковоапостольский переулок, дом 15";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.759071";"37.655859";"1015100384";"{type=Point, coordinates=[37.655859, 55.759071]}";
"196";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и искусства «Меридиан»";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Обручева, дом 4, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.660496";"37.508840";"1015100385";"{type=Point, coordinates=[37.50884, 55.660496]}";
"197";"Государственное бюджетное учреждение дополнительного образования города Москвы «Детская музыкальная школа имени Николая Александровича Алексеева»";"Центральный административный округ";"Таганский район";"город Москва, Николоямская улица, дом 42";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.747083";"37.659991";"1015100386";"{type=Point, coordinates=[37.659991, 55.747083]}";
"198";"Государственное бюджетное учреждение культуры города Москвы «Государственный музей культурный центр «Интеграция» имени Николая Алексеевича Островского»";"Центральный административный округ";"Тверской район";"город Москва, Тверская улица, дом 12, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.763749";"37.607415";"1015100387";"{type=Point, coordinates=[37.607415, 55.763749]}";
"199";"Государственное бюджетное учреждение культуры города Москвы «Московский продюсерский центр»";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Малиновского, дом 7";"30";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790970";"37.492320";"1015100388";"{type=Point, coordinates=[37.49232, 55.79097]}";
"200";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гайдаровец»";"Центральный административный округ";"Тверской район";"город Москва, Новослободская улица, дом 73, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790367";"37.589805";"1015100389";"{type=Point, coordinates=[37.589805, 55.790367]}";
"201";"Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"Басманный район";"город Москва, Малый Харитоньевский переулок, дом 6, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766653";"37.644091";"1015211807";"{type=Point, coordinates=[37.644091, 55.766653]}";
"202";"Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"Басманный район";"город Москва, Малый Харитоньевский переулок, дом 6, строение 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766354";"37.643938";"1015211808";"{type=Point, coordinates=[37.643938, 55.766354]}";
"203";"Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"Басманный район";"город Москва, переулок Огородная Слобода, дом 9, строение 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766339";"37.643543";"1015211809";"{type=Point, coordinates=[37.643543, 55.766339]}";
"204";"Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"район Арбат";"город Москва, 2-й Смоленский переулок, дом 1/4";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.747024";"37.581523";"1015211810";"{type=Point, coordinates=[37.581523, 55.747024]}";
